api,inboundDependencyCount,inboundDependents,outboundDependencyCount,outboundDependencies
Service-1349,3,"[Service-14821, Service-13546, Service-6261]",2,"[Service-5837, Service-11585]"
Service-1350,4,"[Service-17682, Service-2327, Service-12046, Service-1074]",0,[]
Service-1351,0,[],3,"[Service-11333, Service-11664, Service-6376]"
Service-1352,2,"[Service-5512, Service-3193]",3,"[Service-11479, Service-6426, Service-2940]"
Service-1353,1,"[Service-11276]",3,"[Service-16844, Service-12370, Service-13193]"
Service-1354,1,"[Service-10281]",2,"[Service-18454, Service-14269]"
Service-1355,3,"[Service-4322, Service-2659, Service-10452]",2,"[Service-4816, Service-15402]"
Service-1356,3,"[Service-7193, Service-1078, Service-19376]",1,"[Service-10973]"
Service-1357,3,"[Service-3748, Service-1809, Service-15477]",1,"[Service-19471]"
Service-1358,2,"[Service-17066, Service-4666]",4,"[Service-10162, Service-7967, Service-301, Service-6799]"
Service-1359,4,"[Service-17440, Service-18166, Service-18870, Service-13259]",0,[]
Service-1360,2,"[Service-12094, Service-17258]",3,"[Service-6490, Service-16391, Service-12868]"
Service-1361,3,"[Service-18365, Service-11304, Service-19233]",1,"[Service-195]"
Service-1362,4,"[Service-10075, Service-16038, Service-10106, Service-12886]",1,"[Service-17866]"
Service-1363,0,[],3,"[Service-16780, Service-4111, Service-18591]"
Service-1364,2,"[Service-15995, Service-17355]",1,"[Service-18481]"
Service-1365,1,"[Service-15223]",4,"[Service-13094, Service-15378, Service-6128, Service-16997]"
Service-1366,3,"[Service-16948, Service-1301, Service-15271]",2,"[Service-14009, Service-13063]"
Service-1367,4,"[Service-5072, Service-13699, Service-8831, Service-7126]",3,"[Service-13214, Service-16777, Service-14946]"
Service-1368,4,"[Service-8863, Service-3903, Service-7709, Service-15850]",0,[]
Service-1369,0,[],3,"[Service-10846, Service-17258, Service-10735]"
Service-1370,4,"[Service-14663, Service-15609, Service-16616, Service-1072]",4,"[Service-6247, Service-14406, Service-12079, Service-13445]"
Service-1371,0,[],3,"[Service-1311, Service-11061, Service-19643]"
Service-1372,4,"[Service-1254, Service-4127, Service-6074, Service-10884]",3,"[Service-8982, Service-17723, Service-7541]"
Service-1373,0,[],3,"[Service-15592, Service-11056, Service-6131]"
Service-1374,2,"[Service-14262, Service-14073]",0,[]
Service-1375,3,"[Service-2764, Service-3005, Service-11121]",4,"[Service-18717, Service-10876, Service-116, Service-14382]"
Service-1376,0,[],1,"[Service-5274]"
Service-1377,2,"[Service-7730, Service-17457]",1,"[Service-3055]"
Service-1378,3,"[Service-11569, Service-6809, Service-1672]",4,"[Service-15667, Service-6687, Service-7363, Service-2971]"
Service-1379,0,[],0,[]
Service-1380,3,"[Service-7731, Service-14146, Service-6258]",3,"[Service-15644, Service-14177, Service-15940]"
Service-1381,1,"[Service-2493]",2,"[Service-12846, Service-14159]"
Service-1382,0,[],0,[]
Service-1383,0,[],0,[]
Service-1384,4,"[Service-18683, Service-5706, Service-1594, Service-12832]",3,"[Service-755, Service-4954, Service-6836]"
Service-1385,0,[],3,"[Service-4270, Service-2087, Service-11906]"
Service-1386,3,"[Service-17669, Service-2282, Service-9100]",3,"[Service-13867, Service-5417, Service-9734]"
Service-1387,1,"[Service-19517]",1,"[Service-6551]"
Service-1388,2,"[Service-13943, Service-10625]",4,"[Service-5929, Service-3323, Service-19619, Service-5455]"
Service-1389,0,[],1,"[Service-10251]"
Service-1390,2,"[Service-2425, Service-6604]",3,"[Service-2779, Service-13992, Service-17304]"
Service-1391,1,"[Service-13567]",0,[]
Service-1392,3,"[Service-14648, Service-3444, Service-5123]",1,"[Service-6584]"
Service-1393,0,[],2,"[Service-9634, Service-4092]"
Service-1394,0,[],4,"[Service-12388, Service-19498, Service-13165, Service-8408]"
Service-1395,4,"[Service-15087, Service-9770, Service-630, Service-574]",2,"[Service-17700, Service-5711]"
Service-1396,4,"[Service-7097, Service-171, Service-4231, Service-19010]",0,[]
Service-1397,3,"[Service-13797, Service-17654, Service-11426]",3,"[Service-8685, Service-13006, Service-1399]"
Service-1398,4,"[Service-10080, Service-9384, Service-2117, Service-8287]",1,"[Service-11306]"
Service-1399,0,[],2,"[Service-4900, Service-19907]"
Service-1400,2,"[Service-3383, Service-11190]",2,"[Service-12453, Service-18029]"
Service-1401,2,"[Service-2572, Service-18037]",1,"[Service-17170]"
Service-1402,4,"[Service-12704, Service-13476, Service-6729, Service-5487]",0,[]
Service-1403,2,"[Service-1046, Service-17926]",1,"[Service-13041]"
Service-1404,4,"[Service-7576, Service-20, Service-762, Service-17545]",4,"[Service-16947, Service-7343, Service-14815, Service-7048]"
Service-1405,3,"[Service-12304, Service-11282, Service-11845]",3,"[Service-4641, Service-5082, Service-10331]"
Service-1406,4,"[Service-15404, Service-18987, Service-14574, Service-16735]",1,"[Service-7862]"
Service-1407,1,"[Service-18331]",4,"[Service-10583, Service-12122, Service-4726, Service-20]"
Service-1408,4,"[Service-6699, Service-6846, Service-2867, Service-1837]",4,"[Service-1713, Service-17064, Service-12828, Service-2139]"
Service-1409,3,"[Service-2268, Service-17094, Service-10891]",0,[]
Service-1410,2,"[Service-16138, Service-13325]",3,"[Service-15366, Service-2022, Service-1589]"
Service-1411,2,"[Service-12331, Service-12989]",4,"[Service-2366, Service-17859, Service-8007, Service-15657]"
Service-1412,2,"[Service-15064, Service-6936]",4,"[Service-11761, Service-11030, Service-7744, Service-17301]"
Service-1413,0,[],4,"[Service-11358, Service-15998, Service-13141, Service-1747]"
Service-1414,3,"[Service-10140, Service-2179, Service-7156]",4,"[Service-12144, Service-12244, Service-19566, Service-4595]"
Service-1415,3,"[Service-16884, Service-2396, Service-7552]",0,[]
Service-1416,1,"[Service-9444]",2,"[Service-13525, Service-16549]"
Service-1417,3,"[Service-15609, Service-8605, Service-3225]",4,"[Service-8725, Service-2006, Service-1531, Service-18795]"
Service-1418,2,"[Service-12272, Service-11243]",0,[]
Service-1419,3,"[Service-2743, Service-8686, Service-10229]",3,"[Service-18010, Service-19109, Service-3828]"
Service-1420,0,[],4,"[Service-12204, Service-1952, Service-5057, Service-15493]"
Service-1421,0,[],1,"[Service-7118]"
Service-1422,3,"[Service-7494, Service-19026, Service-6245]",0,[]
Service-1423,2,"[Service-1001, Service-4069]",1,"[Service-5732]"
Service-1424,2,"[Service-1094, Service-11170]",2,"[Service-3129, Service-1843]"
Service-1425,1,"[Service-11232]",1,"[Service-575]"
Service-1426,4,"[Service-18832, Service-13249, Service-1931, Service-2969]",1,"[Service-7552]"
Service-1427,0,[],1,"[Service-13851]"
Service-1428,4,"[Service-4202, Service-17215, Service-11430, Service-16271]",2,"[Service-3197, Service-2692]"
Service-1429,3,"[Service-12950, Service-5012, Service-9919]",1,"[Service-7696]"
Service-1430,4,"[Service-149, Service-19742, Service-14978, Service-16342]",4,"[Service-3294, Service-3191, Service-16491, Service-10966]"
Service-1431,2,"[Service-6571, Service-15005]",2,"[Service-8263, Service-14702]"
Service-1432,3,"[Service-7436, Service-3534, Service-4393]",2,"[Service-18725, Service-2830]"
Service-1433,1,"[Service-19047]",0,[]
Service-1434,2,"[Service-1520, Service-3476]",0,[]
Service-1435,0,[],3,"[Service-10049, Service-5175, Service-3783]"
Service-1436,0,[],0,[]
Service-1437,2,"[Service-10164, Service-7705]",3,"[Service-14076, Service-1897, Service-7447]"
Service-1438,1,"[Service-2854]",0,[]
Service-1439,4,"[Service-18432, Service-9834, Service-3470, Service-16824]",4,"[Service-4574, Service-16675, Service-10943, Service-14331]"
Service-1440,1,"[Service-6407]",0,[]
Service-1441,4,"[Service-19936, Service-12417, Service-3652, Service-17517]",3,"[Service-17252, Service-12501, Service-15412]"
Service-1442,1,"[Service-6793]",3,"[Service-10376, Service-8233, Service-14072]"
Service-1443,0,[],4,"[Service-3104, Service-14604, Service-13809, Service-4111]"
Service-1444,4,"[Service-8407, Service-180, Service-13480, Service-1605]",0,[]
Service-1445,2,"[Service-10213, Service-8387]",3,"[Service-5067, Service-721, Service-7403]"
Service-1446,3,"[Service-2668, Service-9776, Service-5420]",0,[]
Service-1447,1,"[Service-8976]",0,[]
Service-1448,0,[],3,"[Service-1574, Service-18288, Service-17686]"
Service-1449,3,"[Service-17318, Service-9795, Service-1848]",2,"[Service-18751, Service-10720]"
Service-1450,1,"[Service-7694]",4,"[Service-6364, Service-4671, Service-15591, Service-9351]"
Service-1451,1,"[Service-6524]",1,"[Service-12966]"
Service-1452,4,"[Service-13741, Service-3712, Service-18520, Service-6617]",1,"[Service-18973]"
Service-1453,1,"[Service-13446]",4,"[Service-572, Service-18264, Service-7548, Service-3569]"
Service-1454,2,"[Service-13689, Service-5531]",2,"[Service-7264, Service-12185]"
Service-1455,0,[],0,[]
Service-1456,0,[],3,"[Service-17892, Service-1943, Service-15752]"
Service-1457,3,"[Service-10708, Service-6095, Service-4947]",2,"[Service-3415, Service-19337]"
Service-1458,3,"[Service-8857, Service-8109, Service-1829]",2,"[Service-16333, Service-17487]"
Service-1459,4,"[Service-7041, Service-18159, Service-10526, Service-14738]",2,"[Service-12252, Service-8603]"
Service-1460,4,"[Service-5918, Service-16451, Service-4773, Service-8518]",0,[]
Service-1461,3,"[Service-5462, Service-6150, Service-16455]",3,"[Service-12321, Service-11081, Service-19233]"
Service-1462,4,"[Service-7608, Service-13105, Service-13605, Service-3592]",1,"[Service-16767]"
Service-1463,0,[],4,"[Service-4646, Service-7780, Service-17666, Service-16673]"
Service-1464,1,"[Service-14125]",1,"[Service-2758]"
Service-1465,4,"[Service-17215, Service-11999, Service-442, Service-9553]",4,"[Service-4153, Service-17692, Service-8776, Service-18923]"
Service-1466,1,"[Service-9006]",4,"[Service-18711, Service-17740, Service-16123, Service-13244]"
Service-1467,4,"[Service-15612, Service-3378, Service-15739, Service-14989]",4,"[Service-9788, Service-5599, Service-10326, Service-19299]"
Service-1468,2,"[Service-8196, Service-1920]",3,"[Service-4497, Service-9135, Service-4554]"
Service-1469,4,"[Service-9763, Service-1892, Service-9557, Service-8264]",0,[]
Service-1470,2,"[Service-5508, Service-18809]",1,"[Service-13848]"
Service-1471,4,"[Service-19381, Service-11118, Service-276, Service-3212]",0,[]
Service-1472,2,"[Service-10801, Service-8724]",2,"[Service-8924, Service-13505]"
Service-1473,2,"[Service-2796, Service-9046]",3,"[Service-7323, Service-7247, Service-7387]"
Service-1474,3,"[Service-12304, Service-17022, Service-19262]",3,"[Service-847, Service-11770, Service-1631]"
Service-1475,1,"[Service-5271]",4,"[Service-16261, Service-18235, Service-764, Service-16379]"
Service-1476,3,"[Service-2255, Service-16162, Service-3312]",3,"[Service-9659, Service-129, Service-8788]"
Service-1477,2,"[Service-7720, Service-4125]",2,"[Service-16507, Service-3166]"
Service-1478,3,"[Service-18623, Service-19478, Service-8795]",3,"[Service-10239, Service-14183, Service-13320]"
Service-1479,3,"[Service-10183, Service-3486, Service-17859]",4,"[Service-4299, Service-1547, Service-10010, Service-4269]"
Service-1480,4,"[Service-19648, Service-6804, Service-3917, Service-1203]",1,"[Service-6032]"
Service-1481,1,"[Service-19660]",1,"[Service-6675]"
Service-1482,4,"[Service-12630, Service-16814, Service-11843, Service-8833]",3,"[Service-18809, Service-10084, Service-12829]"
Service-1483,3,"[Service-14398, Service-12356, Service-8891]",4,"[Service-3322, Service-3332, Service-2328, Service-8021]"
Service-1484,4,"[Service-5190, Service-9965, Service-15939, Service-16232]",3,"[Service-18171, Service-12080, Service-13524]"
Service-1485,0,[],3,"[Service-14156, Service-19027, Service-18014]"
Service-1486,2,"[Service-17570, Service-4298]",1,"[Service-6153]"
Service-1487,3,"[Service-2371, Service-14431, Service-16134]",1,"[Service-7471]"
Service-1488,4,"[Service-14175, Service-9515, Service-8741, Service-3976]",0,[]
Service-1489,1,"[Service-14156]",0,[]
Service-1490,1,"[Service-2365]",1,"[Service-9792]"
Service-1491,1,"[Service-10101]",3,"[Service-15304, Service-5687, Service-14270]"
Service-1492,3,"[Service-5312, Service-8711, Service-8875]",4,"[Service-13465, Service-3198, Service-14112, Service-7968]"
Service-1493,1,"[Service-14576]",4,"[Service-18316, Service-517, Service-13681, Service-9597]"
Service-1494,3,"[Service-19534, Service-19253, Service-3368]",1,"[Service-14693]"
Service-1495,4,"[Service-9454, Service-5638, Service-3649, Service-6189]",4,"[Service-6998, Service-16669, Service-15176, Service-16832]"
Service-1496,1,"[Service-5198]",0,[]
Service-1497,4,"[Service-9065, Service-7037, Service-6239, Service-15405]",2,"[Service-2711, Service-7010]"
Service-1498,2,"[Service-262, Service-15817]",0,[]
Service-1499,2,"[Service-4006, Service-1049]",2,"[Service-2011, Service-18399]"
Service-1500,4,"[Service-1648, Service-14603, Service-9841, Service-3690]",0,[]
Service-1501,0,[],3,"[Service-10171, Service-5239, Service-15580]"
Service-1502,4,"[Service-15890, Service-7668, Service-16829, Service-6162]",1,"[Service-14432]"
Service-1503,4,"[Service-17495, Service-8464, Service-14663, Service-12455]",1,"[Service-5916]"
Service-1504,0,[],1,"[Service-3495]"
Service-1505,2,"[Service-6606, Service-5103]",0,[]
Service-1506,1,"[Service-11345]",0,[]
Service-1507,0,[],2,"[Service-11860, Service-4545]"
Service-1508,0,[],2,"[Service-11281, Service-563]"
Service-1509,2,"[Service-10820, Service-2801]",2,"[Service-2000, Service-9928]"
Service-1510,0,[],1,"[Service-14021]"
Service-1511,1,"[Service-17072]",2,"[Service-15371, Service-10159]"
Service-1512,3,"[Service-9636, Service-11588, Service-6678]",1,"[Service-16429]"
Service-1513,0,[],1,"[Service-104]"
Service-1514,1,"[Service-12118]",1,"[Service-16344]"
Service-1515,3,"[Service-17981, Service-18774, Service-15881]",1,"[Service-15522]"
Service-1516,2,"[Service-18627, Service-7653]",3,"[Service-2110, Service-8667, Service-2636]"
Service-1517,2,"[Service-9252, Service-17480]",1,"[Service-4709]"
Service-1518,4,"[Service-11279, Service-18669, Service-13344, Service-2802]",0,[]
Service-1519,4,"[Service-14955, Service-7479, Service-16785, Service-8537]",1,"[Service-4343]"
Service-1520,1,"[Service-1894]",0,[]
Service-1521,2,"[Service-13868, Service-3768]",3,"[Service-7672, Service-18749, Service-174]"
Service-1522,4,"[Service-6842, Service-15897, Service-9902, Service-11185]",2,"[Service-17721, Service-1638]"
Service-1523,4,"[Service-13574, Service-5693, Service-11592, Service-8996]",2,"[Service-11004, Service-2065]"
Service-1524,3,"[Service-5348, Service-1503, Service-12960]",3,"[Service-9265, Service-16576, Service-17923]"
Service-1525,3,"[Service-1139, Service-17032, Service-13754]",3,"[Service-1488, Service-18620, Service-18496]"
Service-1526,3,"[Service-12585, Service-14248, Service-14649]",4,"[Service-5188, Service-7235, Service-7073, Service-5990]"
Service-1527,1,"[Service-15180]",2,"[Service-1586, Service-9450]"
Service-1528,1,"[Service-8197]",1,"[Service-18176]"
Service-1529,0,[],2,"[Service-10381, Service-11195]"
Service-1530,3,"[Service-8272, Service-1704, Service-7082]",2,"[Service-17582, Service-8902]"
Service-1531,1,"[Service-14104]",4,"[Service-19373, Service-19101, Service-18124, Service-4390]"
Service-1532,2,"[Service-3080, Service-8517]",3,"[Service-8055, Service-11340, Service-2700]"
Service-1533,0,[],0,[]
Service-1534,4,"[Service-14666, Service-8243, Service-5489, Service-148]",1,"[Service-18429]"
Service-1535,2,"[Service-6066, Service-4223]",4,"[Service-3313, Service-10270, Service-13310, Service-11497]"
Service-1536,2,"[Service-17871, Service-6708]",0,[]
Service-1537,2,"[Service-17102, Service-2585]",1,"[Service-5034]"
Service-1538,2,"[Service-1659, Service-6114]",2,"[Service-1778, Service-7694]"
Service-1539,1,"[Service-5098]",2,"[Service-11274, Service-15949]"
Service-1540,3,"[Service-15072, Service-1934, Service-9108]",2,"[Service-6458, Service-4423]"
Service-1541,2,"[Service-17384, Service-2479]",4,"[Service-11603, Service-16811, Service-12241, Service-11031]"
Service-1542,4,"[Service-3184, Service-12173, Service-13238, Service-14803]",3,"[Service-16690, Service-866, Service-10471]"
Service-1543,3,"[Service-17184, Service-5915, Service-16560]",1,"[Service-18404]"
Service-1544,3,"[Service-9089, Service-3030, Service-9407]",0,[]
Service-1545,4,"[Service-9430, Service-17982, Service-17606, Service-19343]",0,[]
Service-1546,2,"[Service-4471, Service-13794]",0,[]
Service-1547,2,"[Service-4413, Service-12660]",4,"[Service-1603, Service-1272, Service-7503, Service-2610]"
Service-1548,3,"[Service-16793, Service-17050, Service-14159]",1,"[Service-5756]"
Service-1549,2,"[Service-4309, Service-11929]",2,"[Service-19073, Service-13432]"
Service-1550,3,"[Service-19242, Service-11140, Service-13424]",4,"[Service-2431, Service-19250, Service-5859, Service-19477]"
Service-1551,1,"[Service-16052]",2,"[Service-14193, Service-14068]"
Service-1552,4,"[Service-1307, Service-7330, Service-10694, Service-9335]",1,"[Service-3945]"
Service-1553,1,"[Service-8686]",2,"[Service-3871, Service-16548]"
Service-1554,2,"[Service-4978, Service-19288]",2,"[Service-12020, Service-17137]"
Service-1555,3,"[Service-13309, Service-7927, Service-10677]",1,"[Service-15220]"
Service-1556,2,"[Service-13937, Service-7788]",4,"[Service-7774, Service-13762, Service-19855, Service-7031]"
